,0
1565,BraTS20_Training_017_93_t2.png
1566,BraTS20_Training_017_94_t1.png
1567,BraTS20_Training_017_94_t2.png
1568,BraTS20_Training_017_95_t1.png
1569,BraTS20_Training_017_95_t2.png
1570,BraTS20_Training_017_96_t1.png
1571,BraTS20_Training_017_96_t2.png
1572,BraTS20_Training_017_97_t1.png
1573,BraTS20_Training_017_97_t2.png
1574,BraTS20_Training_017_98_t1.png
1575,BraTS20_Training_017_98_t2.png
1576,BraTS20_Training_017_99_t1.png
1577,BraTS20_Training_017_99_t2.png
1578,BraTS20_Training_018_59_t1.png
1579,BraTS20_Training_018_59_t2.png
1580,BraTS20_Training_018_60_t1.png
1581,BraTS20_Training_018_60_t2.png
1582,BraTS20_Training_018_61_t1.png
1583,BraTS20_Training_018_61_t2.png
1584,BraTS20_Training_018_62_t1.png
1585,BraTS20_Training_018_62_t2.png
1586,BraTS20_Training_018_63_t1.png
1587,BraTS20_Training_018_63_t2.png
1588,BraTS20_Training_018_64_t1.png
1589,BraTS20_Training_018_64_t2.png
1590,BraTS20_Training_018_65_t1.png
1591,BraTS20_Training_018_65_t2.png
1592,BraTS20_Training_018_66_t1.png
1593,BraTS20_Training_018_66_t2.png
1594,BraTS20_Training_018_67_t1.png
1595,BraTS20_Training_018_67_t2.png
1596,BraTS20_Training_018_68_t1.png
1597,BraTS20_Training_018_68_t2.png
1598,BraTS20_Training_018_69_t1.png
1599,BraTS20_Training_018_69_t2.png
1600,BraTS20_Training_018_70_t1.png
1601,BraTS20_Training_018_70_t2.png
1602,BraTS20_Training_018_71_t1.png
1603,BraTS20_Training_018_71_t2.png
1604,BraTS20_Training_018_72_t1.png
1605,BraTS20_Training_018_72_t2.png
1606,BraTS20_Training_018_73_t1.png
1607,BraTS20_Training_018_73_t2.png
1608,BraTS20_Training_018_74_t1.png
1609,BraTS20_Training_018_74_t2.png
1610,BraTS20_Training_018_75_t1.png
1611,BraTS20_Training_018_75_t2.png
1612,BraTS20_Training_018_76_t1.png
1613,BraTS20_Training_018_76_t2.png
1614,BraTS20_Training_018_77_t1.png
1615,BraTS20_Training_018_77_t2.png
1616,BraTS20_Training_018_78_t1.png
1617,BraTS20_Training_018_78_t2.png
1618,BraTS20_Training_018_79_t1.png
1619,BraTS20_Training_018_79_t2.png
1620,BraTS20_Training_018_80_t1.png
1621,BraTS20_Training_018_80_t2.png
1622,BraTS20_Training_018_81_t1.png
1623,BraTS20_Training_018_81_t2.png
1624,BraTS20_Training_018_82_t1.png
1625,BraTS20_Training_018_82_t2.png
1626,BraTS20_Training_018_83_t1.png
1627,BraTS20_Training_018_83_t2.png
1628,BraTS20_Training_018_84_t1.png
1629,BraTS20_Training_018_84_t2.png
1630,BraTS20_Training_018_85_t1.png
1631,BraTS20_Training_018_85_t2.png
1632,BraTS20_Training_018_86_t1.png
1633,BraTS20_Training_018_86_t2.png
1634,BraTS20_Training_018_87_t1.png
1635,BraTS20_Training_018_87_t2.png
1636,BraTS20_Training_018_88_t1.png
1637,BraTS20_Training_018_88_t2.png
1638,BraTS20_Training_018_89_t1.png
1639,BraTS20_Training_018_89_t2.png
1640,BraTS20_Training_018_90_t1.png
1641,BraTS20_Training_018_90_t2.png
1642,BraTS20_Training_018_91_t1.png
1643,BraTS20_Training_018_91_t2.png
1644,BraTS20_Training_018_92_t1.png
1645,BraTS20_Training_018_92_t2.png
1646,BraTS20_Training_018_93_t1.png
1647,BraTS20_Training_018_93_t2.png
1648,BraTS20_Training_018_94_t1.png
1649,BraTS20_Training_018_94_t2.png
1650,BraTS20_Training_018_95_t1.png
1651,BraTS20_Training_018_95_t2.png
1652,BraTS20_Training_018_96_t1.png
1653,BraTS20_Training_018_96_t2.png
1654,BraTS20_Training_018_97_t1.png
1655,BraTS20_Training_018_97_t2.png
1656,BraTS20_Training_018_98_t1.png
1657,BraTS20_Training_018_98_t2.png
1658,BraTS20_Training_019_100_t1.png
1659,BraTS20_Training_019_100_t2.png
1660,BraTS20_Training_019_101_t1.png
1661,BraTS20_Training_019_101_t2.png
1662,BraTS20_Training_019_102_t1.png
1663,BraTS20_Training_019_102_t2.png
1664,BraTS20_Training_019_103_t1.png
1665,BraTS20_Training_019_103_t2.png
1666,BraTS20_Training_019_63_t1.png
1667,BraTS20_Training_019_63_t2.png
1668,BraTS20_Training_019_64_t1.png
1669,BraTS20_Training_019_64_t2.png
1670,BraTS20_Training_019_65_t1.png
1671,BraTS20_Training_019_65_t2.png
1672,BraTS20_Training_019_66_t1.png
1673,BraTS20_Training_019_66_t2.png
1674,BraTS20_Training_019_67_t1.png
1675,BraTS20_Training_019_67_t2.png
1676,BraTS20_Training_019_68_t1.png
1677,BraTS20_Training_019_68_t2.png
1678,BraTS20_Training_019_69_t1.png
1679,BraTS20_Training_019_69_t2.png
1680,BraTS20_Training_019_70_t1.png
1681,BraTS20_Training_019_70_t2.png
1682,BraTS20_Training_019_71_t1.png
1683,BraTS20_Training_019_71_t2.png
1684,BraTS20_Training_019_72_t1.png
1685,BraTS20_Training_019_72_t2.png
1686,BraTS20_Training_019_73_t1.png
1687,BraTS20_Training_019_73_t2.png
1688,BraTS20_Training_019_74_t1.png
1689,BraTS20_Training_019_74_t2.png
1690,BraTS20_Training_019_75_t1.png
1691,BraTS20_Training_019_75_t2.png
1692,BraTS20_Training_019_76_t1.png
1693,BraTS20_Training_019_76_t2.png
1694,BraTS20_Training_019_77_t1.png
1695,BraTS20_Training_019_77_t2.png
1696,BraTS20_Training_019_78_t1.png
1697,BraTS20_Training_019_78_t2.png
1698,BraTS20_Training_019_79_t1.png
1699,BraTS20_Training_019_79_t2.png
1700,BraTS20_Training_019_80_t1.png
1701,BraTS20_Training_019_80_t2.png
1702,BraTS20_Training_019_81_t1.png
1703,BraTS20_Training_019_81_t2.png
1704,BraTS20_Training_019_82_t1.png
1705,BraTS20_Training_019_82_t2.png
1706,BraTS20_Training_019_83_t1.png
1707,BraTS20_Training_019_83_t2.png
1708,BraTS20_Training_019_84_t1.png
1709,BraTS20_Training_019_84_t2.png
1710,BraTS20_Training_019_85_t1.png
1711,BraTS20_Training_019_85_t2.png
1712,BraTS20_Training_019_86_t1.png
1713,BraTS20_Training_019_86_t2.png
1714,BraTS20_Training_019_87_t1.png
1715,BraTS20_Training_019_87_t2.png
1716,BraTS20_Training_019_88_t1.png
1717,BraTS20_Training_019_88_t2.png
1718,BraTS20_Training_019_89_t1.png
1719,BraTS20_Training_019_89_t2.png
1720,BraTS20_Training_019_90_t1.png
1721,BraTS20_Training_019_90_t2.png
1722,BraTS20_Training_019_91_t1.png
1723,BraTS20_Training_019_91_t2.png
1724,BraTS20_Training_019_92_t1.png
1725,BraTS20_Training_019_92_t2.png
1726,BraTS20_Training_019_93_t1.png
1727,BraTS20_Training_019_93_t2.png
1728,BraTS20_Training_019_94_t1.png
1729,BraTS20_Training_019_94_t2.png
1730,BraTS20_Training_019_95_t1.png
1731,BraTS20_Training_019_95_t2.png
1732,BraTS20_Training_019_96_t1.png
1733,BraTS20_Training_019_96_t2.png
1734,BraTS20_Training_019_97_t1.png
1735,BraTS20_Training_019_97_t2.png
1736,BraTS20_Training_019_98_t1.png
1737,BraTS20_Training_019_98_t2.png
1738,BraTS20_Training_019_99_t1.png
1739,BraTS20_Training_019_99_t2.png
1740,BraTS20_Training_020_44_t1.png
1741,BraTS20_Training_020_44_t2.png
1742,BraTS20_Training_020_45_t1.png
1743,BraTS20_Training_020_45_t2.png
1744,BraTS20_Training_020_46_t1.png
1745,BraTS20_Training_020_46_t2.png
1746,BraTS20_Training_020_47_t1.png
1747,BraTS20_Training_020_47_t2.png
1748,BraTS20_Training_020_48_t1.png
1749,BraTS20_Training_020_48_t2.png
1750,BraTS20_Training_020_49_t1.png
1751,BraTS20_Training_020_49_t2.png
1752,BraTS20_Training_020_50_t1.png
1753,BraTS20_Training_020_50_t2.png
1754,BraTS20_Training_020_51_t1.png
1755,BraTS20_Training_020_51_t2.png
1756,BraTS20_Training_020_52_t1.png
1757,BraTS20_Training_020_52_t2.png
1758,BraTS20_Training_020_53_t1.png
1759,BraTS20_Training_020_53_t2.png
1760,BraTS20_Training_020_54_t1.png
1761,BraTS20_Training_020_54_t2.png
1762,BraTS20_Training_020_55_t1.png
1763,BraTS20_Training_020_55_t2.png
1764,BraTS20_Training_020_56_t1.png
1765,BraTS20_Training_020_56_t2.png
1766,BraTS20_Training_020_57_t1.png
1767,BraTS20_Training_020_57_t2.png
1768,BraTS20_Training_020_58_t1.png
1769,BraTS20_Training_020_58_t2.png
1770,BraTS20_Training_020_59_t1.png
1771,BraTS20_Training_020_59_t2.png
1772,BraTS20_Training_020_60_t1.png
1773,BraTS20_Training_020_60_t2.png
1774,BraTS20_Training_020_61_t1.png
1775,BraTS20_Training_020_61_t2.png
1776,BraTS20_Training_020_62_t1.png
1777,BraTS20_Training_020_62_t2.png
1778,BraTS20_Training_020_63_t1.png
1779,BraTS20_Training_020_63_t2.png
1780,BraTS20_Training_020_64_t1.png
1781,BraTS20_Training_020_64_t2.png
1782,BraTS20_Training_020_65_t1.png
1783,BraTS20_Training_020_65_t2.png
1784,BraTS20_Training_020_66_t1.png
1785,BraTS20_Training_020_66_t2.png
1786,BraTS20_Training_020_67_t1.png
1787,BraTS20_Training_020_67_t2.png
1788,BraTS20_Training_020_68_t1.png
1789,BraTS20_Training_020_68_t2.png
1790,BraTS20_Training_020_69_t1.png
1791,BraTS20_Training_020_69_t2.png
1792,BraTS20_Training_020_70_t1.png
1793,BraTS20_Training_020_70_t2.png
1794,BraTS20_Training_020_71_t1.png
1795,BraTS20_Training_020_71_t2.png
1796,BraTS20_Training_020_72_t1.png
1797,BraTS20_Training_020_72_t2.png
1798,BraTS20_Training_020_73_t1.png
1799,BraTS20_Training_020_73_t2.png
1800,BraTS20_Training_020_74_t1.png
1801,BraTS20_Training_020_74_t2.png
1802,BraTS20_Training_020_75_t1.png
1803,BraTS20_Training_020_75_t2.png
1804,BraTS20_Training_020_76_t1.png
1805,BraTS20_Training_020_76_t2.png
1806,BraTS20_Training_020_77_t1.png
1807,BraTS20_Training_020_77_t2.png
1808,BraTS20_Training_020_78_t1.png
1809,BraTS20_Training_020_78_t2.png
1810,BraTS20_Training_020_79_t1.png
1811,BraTS20_Training_020_79_t2.png
1812,BraTS20_Training_020_80_t1.png
1813,BraTS20_Training_020_80_t2.png
1814,BraTS20_Training_020_81_t1.png
1815,BraTS20_Training_020_81_t2.png
1816,BraTS20_Training_020_82_t1.png
1817,BraTS20_Training_020_82_t2.png
1818,BraTS20_Training_020_83_t1.png
1819,BraTS20_Training_020_83_t2.png
1820,BraTS20_Training_020_84_t1.png
1821,BraTS20_Training_020_84_t2.png
1822,BraTS20_Training_020_85_t1.png
1823,BraTS20_Training_020_85_t2.png
1824,BraTS20_Training_020_86_t1.png
1825,BraTS20_Training_020_86_t2.png
1826,BraTS20_Training_020_87_t1.png
1827,BraTS20_Training_020_87_t2.png
1828,BraTS20_Training_020_88_t1.png
1829,BraTS20_Training_020_88_t2.png
1830,BraTS20_Training_020_89_t1.png
1831,BraTS20_Training_020_89_t2.png
1832,BraTS20_Training_020_90_t1.png
1833,BraTS20_Training_020_90_t2.png
1834,BraTS20_Training_020_91_t1.png
1835,BraTS20_Training_020_91_t2.png
1836,BraTS20_Training_020_92_t1.png
1837,BraTS20_Training_020_92_t2.png
1838,BraTS20_Training_020_93_t1.png
1839,BraTS20_Training_020_93_t2.png
1840,BraTS20_Training_020_94_t1.png
1841,BraTS20_Training_020_94_t2.png
1842,BraTS20_Training_020_95_t1.png
1843,BraTS20_Training_020_95_t2.png
1844,BraTS20_Training_020_96_t1.png
1845,BraTS20_Training_020_96_t2.png
1846,BraTS20_Training_020_97_t1.png
1847,BraTS20_Training_020_97_t2.png
1848,BraTS20_Training_020_98_t1.png
1849,BraTS20_Training_020_98_t2.png
1850,BraTS20_Training_021_65_t1.png
1851,BraTS20_Training_021_65_t2.png
1852,BraTS20_Training_021_66_t1.png
1853,BraTS20_Training_021_66_t2.png
1854,BraTS20_Training_021_67_t1.png
1855,BraTS20_Training_021_67_t2.png
1856,BraTS20_Training_021_68_t1.png
1857,BraTS20_Training_021_68_t2.png
1858,BraTS20_Training_021_69_t1.png
1859,BraTS20_Training_021_69_t2.png
1860,BraTS20_Training_021_70_t1.png
1861,BraTS20_Training_021_70_t2.png
1862,BraTS20_Training_021_71_t1.png
1863,BraTS20_Training_021_71_t2.png
1864,BraTS20_Training_021_72_t1.png
1865,BraTS20_Training_021_72_t2.png
1866,BraTS20_Training_021_73_t1.png
1867,BraTS20_Training_021_73_t2.png
1868,BraTS20_Training_021_74_t1.png
1869,BraTS20_Training_021_74_t2.png
1870,BraTS20_Training_021_75_t1.png
1871,BraTS20_Training_021_75_t2.png
1872,BraTS20_Training_021_76_t1.png
1873,BraTS20_Training_021_76_t2.png
1874,BraTS20_Training_021_77_t1.png
1875,BraTS20_Training_021_77_t2.png
1876,BraTS20_Training_021_78_t1.png
1877,BraTS20_Training_021_78_t2.png
1878,BraTS20_Training_021_79_t1.png
1879,BraTS20_Training_021_79_t2.png
1880,BraTS20_Training_021_80_t1.png
1881,BraTS20_Training_021_80_t2.png
1882,BraTS20_Training_021_81_t1.png
1883,BraTS20_Training_021_81_t2.png
1884,BraTS20_Training_021_82_t1.png
1885,BraTS20_Training_021_82_t2.png
1886,BraTS20_Training_021_83_t1.png
1887,BraTS20_Training_021_83_t2.png
1888,BraTS20_Training_021_84_t1.png
1889,BraTS20_Training_021_84_t2.png
1890,BraTS20_Training_021_85_t1.png
1891,BraTS20_Training_021_85_t2.png
1892,BraTS20_Training_021_86_t1.png
1893,BraTS20_Training_021_86_t2.png
1894,BraTS20_Training_021_87_t1.png
1895,BraTS20_Training_021_87_t2.png
1896,BraTS20_Training_021_88_t1.png
1897,BraTS20_Training_021_88_t2.png
1898,BraTS20_Training_021_89_t1.png
1899,BraTS20_Training_021_89_t2.png
1900,BraTS20_Training_021_90_t1.png
1901,BraTS20_Training_021_90_t2.png
1902,BraTS20_Training_021_91_t1.png
1903,BraTS20_Training_021_91_t2.png
1904,BraTS20_Training_021_92_t1.png
1905,BraTS20_Training_021_92_t2.png
1906,BraTS20_Training_021_93_t1.png
1907,BraTS20_Training_021_93_t2.png
1908,BraTS20_Training_021_94_t1.png
1909,BraTS20_Training_021_94_t2.png
1910,BraTS20_Training_021_95_t1.png
1911,BraTS20_Training_021_95_t2.png
1912,BraTS20_Training_021_96_t1.png
1913,BraTS20_Training_021_96_t2.png
1914,BraTS20_Training_021_97_t1.png
1915,BraTS20_Training_021_97_t2.png
1916,BraTS20_Training_023_100_t1.png
1917,BraTS20_Training_023_100_t2.png
1918,BraTS20_Training_023_68_t1.png
1919,BraTS20_Training_023_68_t2.png
1920,BraTS20_Training_023_69_t1.png
1921,BraTS20_Training_023_69_t2.png
1922,BraTS20_Training_023_70_t1.png
1923,BraTS20_Training_023_70_t2.png
1924,BraTS20_Training_023_71_t1.png
1925,BraTS20_Training_023_71_t2.png
1926,BraTS20_Training_023_72_t1.png
1927,BraTS20_Training_023_72_t2.png
1928,BraTS20_Training_023_73_t1.png
1929,BraTS20_Training_023_73_t2.png
1930,BraTS20_Training_023_74_t1.png
1931,BraTS20_Training_023_74_t2.png
1932,BraTS20_Training_023_75_t1.png
1933,BraTS20_Training_023_75_t2.png
1934,BraTS20_Training_023_76_t1.png
1935,BraTS20_Training_023_76_t2.png
1936,BraTS20_Training_023_77_t1.png
1937,BraTS20_Training_023_77_t2.png
1938,BraTS20_Training_023_78_t1.png
1939,BraTS20_Training_023_78_t2.png
1940,BraTS20_Training_023_79_t1.png
1941,BraTS20_Training_023_79_t2.png
1942,BraTS20_Training_023_80_t1.png
1943,BraTS20_Training_023_80_t2.png
1944,BraTS20_Training_023_81_t1.png
1945,BraTS20_Training_023_81_t2.png
1946,BraTS20_Training_023_82_t1.png
1947,BraTS20_Training_023_82_t2.png
1948,BraTS20_Training_023_83_t1.png
1949,BraTS20_Training_023_83_t2.png
1950,BraTS20_Training_023_84_t1.png
1951,BraTS20_Training_023_84_t2.png
1952,BraTS20_Training_023_85_t1.png
1953,BraTS20_Training_023_85_t2.png
1954,BraTS20_Training_023_86_t1.png
1955,BraTS20_Training_023_86_t2.png
1956,BraTS20_Training_023_87_t1.png
1957,BraTS20_Training_023_87_t2.png
1958,BraTS20_Training_023_88_t1.png
1959,BraTS20_Training_023_88_t2.png
1960,BraTS20_Training_023_89_t1.png
1961,BraTS20_Training_023_89_t2.png
1962,BraTS20_Training_023_90_t1.png
1963,BraTS20_Training_023_90_t2.png
1964,BraTS20_Training_023_91_t1.png
1965,BraTS20_Training_023_91_t2.png
1966,BraTS20_Training_023_92_t1.png
1967,BraTS20_Training_023_92_t2.png
1968,BraTS20_Training_023_93_t1.png
1969,BraTS20_Training_023_93_t2.png
1970,BraTS20_Training_023_94_t1.png
1971,BraTS20_Training_023_94_t2.png
1972,BraTS20_Training_023_95_t1.png
1973,BraTS20_Training_023_95_t2.png
1974,BraTS20_Training_023_96_t1.png
1975,BraTS20_Training_023_96_t2.png
1976,BraTS20_Training_023_97_t1.png
1977,BraTS20_Training_023_97_t2.png
1978,BraTS20_Training_023_98_t1.png
1979,BraTS20_Training_023_98_t2.png
1980,BraTS20_Training_023_99_t1.png
1981,BraTS20_Training_023_99_t2.png
1982,BraTS20_Training_024_100_t1.png
1983,BraTS20_Training_024_100_t2.png
1984,BraTS20_Training_024_101_t1.png
1985,BraTS20_Training_024_101_t2.png
1986,BraTS20_Training_024_102_t1.png
1987,BraTS20_Training_024_102_t2.png
1988,BraTS20_Training_024_103_t1.png
1989,BraTS20_Training_024_103_t2.png
1990,BraTS20_Training_024_104_t1.png
1991,BraTS20_Training_024_104_t2.png
1992,BraTS20_Training_024_105_t1.png
1993,BraTS20_Training_024_105_t2.png
1994,BraTS20_Training_024_50_t1.png
1995,BraTS20_Training_024_50_t2.png
1996,BraTS20_Training_024_51_t1.png
1997,BraTS20_Training_024_51_t2.png
1998,BraTS20_Training_024_52_t1.png
1999,BraTS20_Training_024_52_t2.png
2000,BraTS20_Training_024_53_t1.png
2001,BraTS20_Training_024_53_t2.png
2002,BraTS20_Training_024_54_t1.png
2003,BraTS20_Training_024_54_t2.png
2004,BraTS20_Training_024_55_t1.png
2005,BraTS20_Training_024_55_t2.png
2006,BraTS20_Training_024_56_t1.png
2007,BraTS20_Training_024_56_t2.png
2008,BraTS20_Training_024_57_t1.png
2009,BraTS20_Training_024_57_t2.png
2010,BraTS20_Training_024_58_t1.png
2011,BraTS20_Training_024_58_t2.png
2012,BraTS20_Training_024_59_t1.png
2013,BraTS20_Training_024_59_t2.png
2014,BraTS20_Training_024_60_t1.png
2015,BraTS20_Training_024_60_t2.png
2016,BraTS20_Training_024_61_t1.png
2017,BraTS20_Training_024_61_t2.png
2018,BraTS20_Training_024_62_t1.png
2019,BraTS20_Training_024_62_t2.png
2020,BraTS20_Training_024_63_t1.png
2021,BraTS20_Training_024_63_t2.png
2022,BraTS20_Training_024_64_t1.png
2023,BraTS20_Training_024_64_t2.png
2024,BraTS20_Training_024_65_t1.png
2025,BraTS20_Training_024_65_t2.png
2026,BraTS20_Training_024_66_t1.png
2027,BraTS20_Training_024_66_t2.png
2028,BraTS20_Training_024_67_t1.png
2029,BraTS20_Training_024_67_t2.png
2030,BraTS20_Training_024_68_t1.png
2031,BraTS20_Training_024_68_t2.png
2032,BraTS20_Training_024_69_t1.png
2033,BraTS20_Training_024_69_t2.png
2034,BraTS20_Training_024_70_t1.png
2035,BraTS20_Training_024_70_t2.png
2036,BraTS20_Training_024_71_t1.png
2037,BraTS20_Training_024_71_t2.png
2038,BraTS20_Training_024_72_t1.png
2039,BraTS20_Training_024_72_t2.png
2040,BraTS20_Training_024_73_t1.png
2041,BraTS20_Training_024_73_t2.png
2042,BraTS20_Training_024_74_t1.png
2043,BraTS20_Training_024_74_t2.png
2044,BraTS20_Training_024_75_t1.png
2045,BraTS20_Training_024_75_t2.png
2046,BraTS20_Training_024_76_t1.png
2047,BraTS20_Training_024_76_t2.png
2048,BraTS20_Training_024_77_t1.png
2049,BraTS20_Training_024_77_t2.png
2050,BraTS20_Training_024_78_t1.png
2051,BraTS20_Training_024_78_t2.png
2052,BraTS20_Training_024_79_t1.png
2053,BraTS20_Training_024_79_t2.png
2054,BraTS20_Training_024_80_t1.png
2055,BraTS20_Training_024_80_t2.png
2056,BraTS20_Training_024_81_t1.png
2057,BraTS20_Training_024_81_t2.png
2058,BraTS20_Training_024_82_t1.png
2059,BraTS20_Training_024_82_t2.png
2060,BraTS20_Training_024_83_t1.png
2061,BraTS20_Training_024_83_t2.png
2062,BraTS20_Training_024_84_t1.png
2063,BraTS20_Training_024_84_t2.png
2064,BraTS20_Training_024_85_t1.png
2065,BraTS20_Training_024_85_t2.png
2066,BraTS20_Training_024_86_t1.png
2067,BraTS20_Training_024_86_t2.png
2068,BraTS20_Training_024_87_t1.png
2069,BraTS20_Training_024_87_t2.png
2070,BraTS20_Training_024_88_t1.png
2071,BraTS20_Training_024_88_t2.png
2072,BraTS20_Training_024_89_t1.png
2073,BraTS20_Training_024_89_t2.png
2074,BraTS20_Training_024_90_t1.png
2075,BraTS20_Training_024_90_t2.png
2076,BraTS20_Training_024_91_t1.png
2077,BraTS20_Training_024_91_t2.png
2078,BraTS20_Training_024_92_t1.png
2079,BraTS20_Training_024_92_t2.png
2080,BraTS20_Training_024_93_t1.png
2081,BraTS20_Training_024_93_t2.png
2082,BraTS20_Training_024_94_t1.png
2083,BraTS20_Training_024_94_t2.png
2084,BraTS20_Training_024_95_t1.png
2085,BraTS20_Training_024_95_t2.png
2086,BraTS20_Training_024_96_t1.png
2087,BraTS20_Training_024_96_t2.png
2088,BraTS20_Training_024_97_t1.png
2089,BraTS20_Training_024_97_t2.png
2090,BraTS20_Training_024_98_t1.png
2091,BraTS20_Training_024_98_t2.png
2092,BraTS20_Training_024_99_t1.png
2093,BraTS20_Training_024_99_t2.png
2094,BraTS20_Training_026_100_t1.png
2095,BraTS20_Training_026_100_t2.png
2096,BraTS20_Training_026_101_t1.png
2097,BraTS20_Training_026_101_t2.png
2098,BraTS20_Training_026_102_t1.png
2099,BraTS20_Training_026_102_t2.png
2100,BraTS20_Training_026_103_t1.png
2101,BraTS20_Training_026_103_t2.png
2102,BraTS20_Training_026_104_t1.png
2103,BraTS20_Training_026_104_t2.png
2104,BraTS20_Training_026_105_t1.png
2105,BraTS20_Training_026_105_t2.png
2106,BraTS20_Training_026_39_t1.png
2107,BraTS20_Training_026_39_t2.png
2108,BraTS20_Training_026_40_t1.png
2109,BraTS20_Training_026_40_t2.png
2110,BraTS20_Training_026_41_t1.png
2111,BraTS20_Training_026_41_t2.png
2112,BraTS20_Training_026_42_t1.png
2113,BraTS20_Training_026_42_t2.png
2114,BraTS20_Training_026_43_t1.png
2115,BraTS20_Training_026_43_t2.png
2116,BraTS20_Training_026_44_t1.png
2117,BraTS20_Training_026_44_t2.png
2118,BraTS20_Training_026_45_t1.png
2119,BraTS20_Training_026_45_t2.png
2120,BraTS20_Training_026_46_t1.png
2121,BraTS20_Training_026_46_t2.png
2122,BraTS20_Training_026_47_t1.png
2123,BraTS20_Training_026_47_t2.png
2124,BraTS20_Training_026_48_t1.png
2125,BraTS20_Training_026_48_t2.png
2126,BraTS20_Training_026_49_t1.png
2127,BraTS20_Training_026_49_t2.png
2128,BraTS20_Training_026_50_t1.png
2129,BraTS20_Training_026_50_t2.png
2130,BraTS20_Training_026_51_t1.png
2131,BraTS20_Training_026_51_t2.png
2132,BraTS20_Training_026_52_t1.png
2133,BraTS20_Training_026_52_t2.png
2134,BraTS20_Training_026_53_t1.png
2135,BraTS20_Training_026_53_t2.png
2136,BraTS20_Training_026_54_t1.png
2137,BraTS20_Training_026_54_t2.png
2138,BraTS20_Training_026_55_t1.png
2139,BraTS20_Training_026_55_t2.png
2140,BraTS20_Training_026_56_t1.png
2141,BraTS20_Training_026_56_t2.png
2142,BraTS20_Training_026_57_t1.png
2143,BraTS20_Training_026_57_t2.png
2144,BraTS20_Training_026_58_t1.png
2145,BraTS20_Training_026_58_t2.png
2146,BraTS20_Training_026_59_t1.png
2147,BraTS20_Training_026_59_t2.png
2148,BraTS20_Training_026_60_t1.png
2149,BraTS20_Training_026_60_t2.png
2150,BraTS20_Training_026_61_t1.png
2151,BraTS20_Training_026_61_t2.png
2152,BraTS20_Training_026_62_t1.png
2153,BraTS20_Training_026_62_t2.png
2154,BraTS20_Training_026_63_t1.png
2155,BraTS20_Training_026_63_t2.png
2156,BraTS20_Training_026_64_t1.png
2157,BraTS20_Training_026_64_t2.png
2158,BraTS20_Training_026_65_t1.png
2159,BraTS20_Training_026_65_t2.png
2160,BraTS20_Training_026_66_t1.png
2161,BraTS20_Training_026_66_t2.png
2162,BraTS20_Training_026_67_t1.png
2163,BraTS20_Training_026_67_t2.png
2164,BraTS20_Training_026_68_t1.png
2165,BraTS20_Training_026_68_t2.png
2166,BraTS20_Training_026_69_t1.png
2167,BraTS20_Training_026_69_t2.png
2168,BraTS20_Training_026_70_t1.png
2169,BraTS20_Training_026_70_t2.png
2170,BraTS20_Training_026_71_t1.png
2171,BraTS20_Training_026_71_t2.png
2172,BraTS20_Training_026_72_t1.png
2173,BraTS20_Training_026_72_t2.png
2174,BraTS20_Training_026_73_t1.png
2175,BraTS20_Training_026_73_t2.png
2176,BraTS20_Training_026_74_t1.png
2177,BraTS20_Training_026_74_t2.png
2178,BraTS20_Training_026_75_t1.png
2179,BraTS20_Training_026_75_t2.png
2180,BraTS20_Training_026_76_t1.png
2181,BraTS20_Training_026_76_t2.png
2182,BraTS20_Training_026_77_t1.png
2183,BraTS20_Training_026_77_t2.png
2184,BraTS20_Training_026_78_t1.png
2185,BraTS20_Training_026_78_t2.png
2186,BraTS20_Training_026_79_t1.png
2187,BraTS20_Training_026_79_t2.png
2188,BraTS20_Training_026_80_t1.png
2189,BraTS20_Training_026_80_t2.png
2190,BraTS20_Training_026_81_t1.png
2191,BraTS20_Training_026_81_t2.png
2192,BraTS20_Training_026_82_t1.png
2193,BraTS20_Training_026_82_t2.png
2194,BraTS20_Training_026_83_t1.png
2195,BraTS20_Training_026_83_t2.png
2196,BraTS20_Training_026_84_t1.png
2197,BraTS20_Training_026_84_t2.png
2198,BraTS20_Training_026_85_t1.png
2199,BraTS20_Training_026_85_t2.png
2200,BraTS20_Training_026_86_t1.png
2201,BraTS20_Training_026_86_t2.png
2202,BraTS20_Training_026_87_t1.png
2203,BraTS20_Training_026_87_t2.png
2204,BraTS20_Training_026_88_t1.png
2205,BraTS20_Training_026_88_t2.png
2206,BraTS20_Training_026_89_t1.png
2207,BraTS20_Training_026_89_t2.png
2208,BraTS20_Training_026_90_t1.png
2209,BraTS20_Training_026_90_t2.png
2210,BraTS20_Training_026_91_t1.png
2211,BraTS20_Training_026_91_t2.png
2212,BraTS20_Training_026_92_t1.png
2213,BraTS20_Training_026_92_t2.png
2214,BraTS20_Training_026_93_t1.png
2215,BraTS20_Training_026_93_t2.png
2216,BraTS20_Training_026_94_t1.png
2217,BraTS20_Training_026_94_t2.png
2218,BraTS20_Training_026_95_t1.png
2219,BraTS20_Training_026_95_t2.png
2220,BraTS20_Training_026_96_t1.png
2221,BraTS20_Training_026_96_t2.png
2222,BraTS20_Training_026_97_t1.png
2223,BraTS20_Training_026_97_t2.png
2224,BraTS20_Training_026_98_t1.png
2225,BraTS20_Training_026_98_t2.png
2226,BraTS20_Training_026_99_t1.png
2227,BraTS20_Training_026_99_t2.png
2228,BraTS20_Training_027_100_t1.png
2229,BraTS20_Training_027_100_t2.png
2230,BraTS20_Training_027_101_t1.png
